id,LocId,State Id,City,Name,ARPLatitude,ARPLongitude,Elevation,Sectional,UNICOM,CTAF,ICAOId
3648,K79,KS,JETMORE,JETMORE MUNI,037-59-04.0000N,099-53-39.6000W,2467,WICHITA,122.7,122.7,
3649,13Q,NM,APACHE CREEK,JEWETT MESA,034-00-15.5000N,108-40-47.2000W,7681,ALBUQUERQUE,,122.9,
3650,24N,NM,DULCE,JICARILLA APACHE NATION,036-49-42.7300N,106-53-03.0900W,7618,DENVER,,122.9,
3651,7J4,IN,LAKE JAMES,JIMMERSON LAKE,041-42-27.6600N,085-03-36.7000W,964,CHICAGO,,122.9,
3652,29F,TX,KRESS,JOE VAUGHN SPRAYING,034-23-34.2000N,101-45-35.7000W,3500,DALLAS-FT WORTH,122.7,122.7,
3653,5B1,VT,ISLAND POND,JOHN H BOYLAN STATE (ISLAND POND),044-47-23.9000N,071-49-35.1000W,1194,MONTREAL,,122.9,
3654,M79,LA,RAYVILLE,JOHN H HOOKS JR MEML,032-29-07.5100N,091-46-15.8400W,82.7,MEMPHIS,122.8,122.8,
3655,0A4,TN,JOHNSON CITY,JOHNSON CITY,036-21-49.3800N,082-18-32.4900W,1550,CINCINNATI,,122.9,
3656,6A4,TN,MOUNTAIN CITY,JOHNSON COUNTY,036-25-04.2400N,081-49-30.4800W,2241.1,CINCINNATI,122.7,122.7,
3657,3U2,ID,YELLOW PINE,JOHNSON CREEK,044-54-42.2000N,115-29-07.9000W,4960,GREAT FALLS,,122.9,
3658,Z52,AK,BEAR LAKE,JOHNSONS LANDING,056-02-12.0700N,160-15-58.3400W,130,KODIAK,,122.9,
3659,M49,MN,WAUBUN,JOLLY FISHERMAN,047-08-34.8500N,095-31-44.1100W,1499,TWIN CITIES,,122.9,
3660,42V,NE,BENKELMAN,JONES,040-03-28.9800N,101-32-48.6000W,3126,CHEYENNE,,122.9,
3661,F00,TX,BONHAM,JONES FLD,033-36-47.1300N,096-10-45.5700W,618.2,DALLAS-FT WORTH,122.8,122.8,
3662,L95,AK,BIG LAKE,JONES LANDING,061-33-17.1800N,149-56-21.6100W,180,ANCHORAGE,,122.8,
3663,3F7,OK,BRISTOW,JONES MEML,035-48-25.3700N,096-25-16.0900W,869.6,DALLAS-FT WORTH,,122.9,
3664,F88,LA,JONESBORO,JONESBORO,032-12-07.2000N,092-43-58.6000W,255.6,MEMPHIS,,122.9,
3665,L32,LA,JONESVILLE,JONESVILLE,031-37-12.9300N,091-50-03.4500W,56,HOUSTON,,122.9,
3666,N89,NY,ELLENVILLE,JOSEPH Y RESNICK,041-43-40.3400N,074-22-38.5500W,292,NEW YORK,122.8,122.8,
3667,1Y3,IA,MOUNT AYR,JUDGE LEWIS FLD/MOUNT AYR MUNI,040-42-23.0000N,094-13-13.0000W,1265,OMAHA,,122.9,
3668,7V8,CO,JULESBURG,JULESBURG MUNI,040-58-12.9300N,102-18-54.9800W,3495,CHEYENNE,,122.9,
3669,U13,UT,JUNCTION,JUNCTION,038-14-59.9200N,112-13-31.7300W,6069,LAS VEGAS,,122.9,
3670,5V8,SD,KADOKA,KADOKA MUNI,043-49-59.9700N,101-29-49.5200W,2466,CHEYENNE,,122.9,
3671,0H7,MO,KAHOKA,KAHOKA MUNI,040-25-18.2000N,091-42-24.0000W,700,CHICAGO,,122.9,
3672,KAE,AK,KAKE,KAKE,056-58-22.7900N,133-56-44.2100W,0,JUNEAU,,122.9,
3673,S27,MT,KALISPELL,KALISPELL CITY,048-10-42.8500N,114-18-13.4700W,2932,GREAT FALLS,122.8,122.8,
3674,Y89,MI,KALKASKA,KALKASKA CITY,044-43-30.6600N,085-12-11.2500W,1030,GREEN BAY,,122.9,
3675,S73,ID,KAMIAH,KAMIAH MUNI,046-13-11.2000N,116-00-49.7000W,1206,GREAT FALLS,,122.9,
3676,2N5,PA,WELLSVILLE,KAMPEL,040-02-58.2300N,076-58-37.7400W,611,NEW YORK,,122.9,
3677,3KK,IL,KANKAKEE,KANKAKEE,041-06-00.1200N,087-55-00.1600W,625,CHICAGO,122.8,122.8,
3678,5Z5,AK,KANTISHNA,KANTISHNA,063-32-27.5500N,150-59-42.2800W,1578,ANCHORAGE,,122.9,
3679,23D,MN,KARLSTAD,KARLSTAD MUNI,048-34-39.3700N,096-32-28.5600W,1025,TWIN CITIES,,122.9,
3680,KKL,AK,KARLUK LAKE,KARLUK LAKE,057-22-01.3300N,154-01-39.3300W,368,KODIAK,,122.8,
3681,KXA,AK,KASAAN,KASAAN,055-32-14.6900N,132-23-51.0500W,0,KETCHIKAN,,122.9,
3682,5KS,AK,KASILOF,KASILOF,060-21-01.8700N,151-15-46.2800W,125,ANCHORAGE,,122.9,
3683,1B2,MA,EDGARTOWN,KATAMA AIRPARK,041-21-30.4200N,070-31-28.0900W,18,NEW YORK,122.8,122.8,
3684,RK1,AK,KAVIK RIVER,KAVIK STRIP,069-40-36.4000N,146-54-00.1600W,668,POINT BARROW,,122.9,
3685,0V7,AZ,KAYENTA,KAYENTA,036-42-59.2000N,110-13-42.4000W,5687.5,DENVER,,122.9,
3686,E67,AZ,KEARNY,KEARNY,033-02-49.9000N,110-54-32.6000W,1833,PHOENIX,122.95,122.95,
3687,36K,KS,LAKIN,KEARNY COUNTY,037-58-10.0000N,101-15-20.1000W,3076.4,WICHITA,,122.9,
3688,N88,NC,JULIAN,KECKS,035-55-35.4900N,079-37-39.0900W,724,CHARLOTTE,,122.9,
3689,I16,WV,PINEVILLE,KEE FLD,037-36-01.6000N,081-33-33.4000W,1783,CINCINNATI,122.8,122.8,
3690,08N,PA,LEBANON,KELLER BROTHERS,040-17-29.5900N,076-19-43.4900W,550,NEW YORK,,122.9,
3691,89D,OH,KELLEYS ISLAND,KELLEYS ISLAND LAND FLD,041-36-11.4500N,082-41-06.2000W,598.2,DETROIT,,122.9,
3692,9M6,LA,OAK GROVE,KELLY-DUMAS,032-50-51.5300N,091-24-14.6000W,111.9,MEMPHIS,,122.9,
3693,4S2,OR,HOOD RIVER,KEN JERNSTEDT AIRFIELD,045-40-22.0000N,121-32-01.9100W,638,SEATTLE,122.8,122.8,
3694,C62,IN,KENDALLVILLE,KENDALLVILLE MUNI,041-28-21.7800N,085-15-38.9100W,1004,CHICAGO,122.8,122.8,
3695,2R9,TX,KENEDY,KENEDY RGNL,028-49-29.9500N,097-51-56.0500W,288.7,SAN ANTONIO,123,123,
3696,7K5,ND,KENMARE,KENMARE MUNI,048-40-03.4100N,102-02-52.8100W,1962,BILLINGS,122.8,122.8,
3697,W55,WA,SEATTLE,KENMORE AIR HARBOR,047-37-44.3500N,122-20-19.4600W,14,SEATTLE,,122.9,
3698,S60,WA,KENMORE,KENMORE AIR HARBOR INC,047-45-17.3500N,122-15-33.4600W,14,SEATTLE,122.7,122.7,
3699,4T2,TX,FORT WORTH,KENNETH COPELAND,032-58-39.4700N,097-29-32.2600W,693,DALLAS-FT WORTH,123.075,123.075,
3700,13R,CO,RANGLEY,KENNEY RESERVOIR,040-06-55.1500N,108-42-29.2300W,5329,CHEYENNE,,122.9,
3701,22F,TX,JAYTON,KENT COUNTY,033-13-44.8000N,100-34-08.8000W,2008,DALLAS-FT WORTH,,122.9,
3702,1G3,OH,KENT,KENT STATE UNIVERSITY,041-09-05.0000N,081-24-54.4000W,1134.4,DETROIT,122.725,122.725,
3703,50I,IN,KENTLAND,KENTLAND MUNI,040-45-31.4700N,087-25-44.8500W,699,CHICAGO,122.8,122.8,
3704,3W3,MD,STEVENSVILLE,KENTMORR AIRPARK,038-55-05.2000N,076-21-31.8000W,10,WASHINGTON,,122.9,
3705,M34,KY,CALVERT CITY,KENTUCKY DAM STATE PARK,037-00-35.3300N,088-17-57.8500W,350.8,ST LOUIS,123,123,
3706,6K9,IA,KEOSAUQUA,KEOSAUQUA MUNI,040-44-05.1000N,091-56-55.6200W,580,CHICAGO,,122.9,
3707,L05,CA,KERNVILLE,KERN VALLEY,035-43-41.6000N,118-25-11.0000W,2614,LOS ANGELES,122.8,122.8,
3708,1T7,TX,SAN ANTONIO,KESTREL AIRPARK,029-48-42.3000N,098-25-33.8000W,1261,SAN ANTONIO,122.975,122.975,
3709,5KE,AK,KETCHIKAN,KETCHIKAN HARBOR,055-20-40.0700N,131-39-48.3800W,0,KETCHIKAN,,123.6,
3710,42J,FL,KEYSTONE HEIGHTS,KEYSTONE HEIGHTS,029-50-41.1000N,082-02-51.1000W,196,JACKSONVILLE,122.7,122.7,
3711,1L4,NV,CAL NEV ARI,KIDWELL,035-18-19.9800N,114-52-57.9100W,2605,PHOENIX,,122.9,
3712,C51,,KILI ISLAND,KILI,005-39-00.0000N,169-07-00.0000E,5,CAPE LISBURNE,,122.9,
3713,6A6,SD,KIMBALL,KIMBALL MUNI,043-45-29.9900N,098-58-41.3300W,1755,OMAHA,,122.9,
3714,O20,CA,LODI,KINGDON AIRPARK,038-05-29.7100N,121-21-33.8200W,15,SAN FRANCISCO,122.8,122.8,
3715,F92,OK,KINGFISHER,KINGFISHER,035-52-36.0200N,097-57-10.5800W,1072,DALLAS-FT WORTH,,122.9,
3716,9K8,KS,KINGMAN,KINGMAN/CLYDE CESSNA FLD,037-40-08.4600N,098-07-26.0100W,1606.6,WICHITA,122.8,122.8,
3717,MO9,MO,MILLER,KINGSLEY AIRFIELD,037-13-47.3300N,093-55-48.7500W,1272,KANSAS CITY,,122.9,
3718,N15,NV,KINGSTON,KINGSTON,039-12-09.5900N,117-04-08.1600W,6075,LAS VEGAS,,122.9,
3719,20N,NY,KINGSTON,KINGSTON-ULSTER,041-59-06.9000N,073-57-51.6000W,147.4,NEW YORK,122.8,122.8,
3720,33K,KS,KINSLEY,KINSLEY MUNI,037-54-32.3800N,099-24-11.1800W,2171.1,WICHITA,,122.9,
3721,T12,TX,KIRBYVILLE,KIRBYVILLE,030-38-47.6300N,093-54-53.6500W,121,HOUSTON,,122.9,
3722,T73,SC,LANCASTER,KIRK AIR BASE,034-40-27.5400N,080-40-56.2500W,578,CHARLOTTE,,122.9,
3723,KKB,AK,KITOI BAY,KITOI BAY,058-11-27.4100N,152-22-13.7600W,0,KODIAK,,122.8,
3724,4F7,AR,PRESCOTT,KIZER FLD,033-48-14.0000N,093-21-43.8000W,318.8,MEMPHIS,,122.9,
3725,NY1,NY,GHENT,KLINE KILL,042-21-00.3100N,073-38-13.4300W,380,NEW YORK,,122.9,
3726,O19,CA,EUREKA,KNEELAND,040-43-08.2300N,123-55-37.9800W,2741,KLAMATH FALLS,,122.9,
3727,4I3,OH,MOUNT VERNON,KNOX COUNTY,040-19-44.0800N,082-31-33.8500W,1191.6,DETROIT,123.05,123.05,
3728,MT3,MT,WINIFRED,KNOX RIDGE,047-37-00.0000N,108-50-53.0000W,2950,GREAT FALLS,,122.9,
3729,N45,NY,WALLKILL,KOBELT,041-37-27.0000N,074-08-30.0000W,420,NEW YORK,122.8,122.8,
3730,9Z3,AK,KODIAK,KODIAK /LILLY LAKE/,057-48-09.3000N,152-22-57.8300W,130,KODIAK,122.8,119.8,
3731,8G8,OH,SALEM,KOONS,040-53-00.2100N,080-52-59.3100W,1327,DETROIT,,122.9,
3732,S82,ID,KOOSKIA,KOOSKIA MUNI,046-07-57.6200N,115-58-43.5100W,1263,GREAT FALLS,,122.9,
3733,24K,ID,MC CALL,KRASSEL USFS,044-58-27.2000N,115-43-47.1000W,3982,GREAT FALLS,,122.9,
3734,29N,NJ,VINELAND,KROELINGER,039-31-26.4200N,075-02-46.8300W,93,WASHINGTON,,122.9,
3735,D03,ND,KULM,KULM MUNI,046-18-24.3500N,098-56-19.8000W,1959,TWIN CITIES,,122.9,
3736,X14,FL,LA BELLE,LA BELLE MUNI,026-44-26.1000N,081-25-41.8000W,20.2,MIAMI,122.8,122.8,
3737,4F9,ND,LA MOURE,LA MOURE ROTT MUNI,046-20-50.2100N,098-16-53.3500W,1310,TWIN CITIES,,122.9,
3738,T41,TX,LA PORTE,LA PORTE MUNI,029-40-09.3000N,095-03-51.1000W,25.1,HOUSTON,122.7,122.7,
3739,3M7,TN,LAFAYETTE,LAFAYETTE MUNI,036-31-12.1000N,086-03-29.0000W,969,ST LOUIS,122.8,122.8,
3740,U99,ID,KIMAMA,LAIDLAW CORRALS,043-02-13.3000N,113-44-01.0000W,4448,SALT LAKE CITY,,122.9,
3741,T89,TX,LAJITAS,LAJITAS INTL,029-16-37.6500N,103-41-08.8600W,2630,EL PASO,122.7,122.7,
3742,8D8,SD,LAKE ANDES,LAKE ANDES MUNI,043-08-52.9800N,098-32-25.2900W,1475,OMAHA,,122.9,
3743,4M0,MI,TRAVERSE CITY,LAKE ANN AIRWAY ESTATES,044-41-46.1500N,085-54-50.5700W,820,GREEN BAY,,122.9,
3744,7W4,VA,BUMPASS,LAKE ANNA,037-57-56.9500N,077-44-45.2500W,351.2,WASHINGTON,,122.9,
3745,1M9,KY,CADIZ,LAKE BARKLEY STATE PARK,036-49-04.0900N,087-54-27.0600W,570.9,ST LOUIS,123,123,
3746,5S5,OR,CULVER,LAKE BILLY CHINOOK STATE,044-31-09.4200N,121-19-14.1600W,2695,SEATTLE,,122.9,
3747,5Z9,AK,KATMAI NATIONAL PARK,LAKE BROOKS,058-33-17.4400N,155-46-38.6000W,36,KODIAK,,122.9,
3748,S10,WA,CHELAN,LAKE CHELAN,047-51-57.6400N,119-56-33.7300W,1263.1,SEATTLE,122.95,122.9,
3749,51J,SC,LAKE CITY,LAKE CITY MUNI CJ EVANS FLD,033-51-12.8900N,079-46-05.2300W,80.2,CHARLOTTE,,122.9,
3750,SD2,SD,GARY,LAKE COCHRANE,044-42-35.1500N,096-28-28.3500W,1690,TWIN CITIES,,122.9,
3751,W63,VA,CLARKSVILLE,LAKE COUNTRY RGNL,036-35-44.6600N,078-33-36.5100W,419.3,WASHINGTON,,122.9,
3752,21D,MN,ST PAUL,LAKE ELMO,044-59-50.9700N,092-51-20.4500W,932.9,GREEN BAY,122.8,122.8,
3753,3CK,IL,CHICAGO/LAKE IN THE HILLS,LAKE IN THE HILLS,042-12-24.5100N,088-19-22.7900W,887.3,CHICAGO,123.05,123.05,
3754,D15,MI,LAKE ISABELLA,LAKE ISABELLA - CAL BREWER MEML,043-38-40.1000N,084-58-55.0900W,886,DETROIT,122.8,122.8,
3755,01E,IN,ANGOLA,LAKE JAMES,041-42-00.0000N,085-02-21.5000W,964,CHICAGO,,122.9,
3756,C59,WI,DELAVAN,LAKE LAWN,042-38-02.8500N,088-36-04.0700W,981,CHICAGO,,122.9,
3757,13S,AK,LAKE LOUISE,LAKE LOUISE,062-16-58.2800N,146-31-07.9200W,2362,ANCHORAGE,,122.9,
3758,Z55,AK,LAKE LOUISE,LAKE LOUISE,062-17-29.8300N,146-34-38.4600W,2480.2,ANCHORAGE,,122.9,
3759,4A3,AK,WASILLA,LAKE LUCILLE,061-34-30.1000N,149-28-32.2000W,300,ANCHORAGE,,122.8,
3760,01H,IN,CULVER,LAKE MAXINKUCKEE,041-12-22.0000N,086-24-16.0000W,733,CHICAGO,,122.9,
3761,CO1,CO,ORDWAY,LAKE MEREDITH,038-11-46.7300N,103-41-37.5400W,4254,WICHITA,,122.9,
3762,0Y6,IA,LAKE MILLS,LAKE MILLS MUNI,043-24-49.2000N,093-30-42.3000W,1260,OMAHA,,122.9,
3763,07I,IN,BLOOMINGTON,LAKE MONROE,039-03-40.8000N,086-26-45.9000W,538,ST LOUIS,,122.9,
3764,14A,NC,MOORESVILLE,LAKE NORMAN AIRPARK,035-36-49.9300N,080-53-57.9500W,839.4,CHARLOTTE,122.8,122.8,
3765,O06,CA,OROVILLE,LAKE OROVILLE LANDING AREA,039-33-59.5900N,121-28-03.8800W,900,SAN FRANCISCO,,122.9,
3766,C67,IN,ANGOLA,LAKE PLEASANT,041-45-25.2000N,085-05-31.0000W,960,CHICAGO,,122.9,
3767,I00,IN,MONTICELLO,LAKE SHAFER,040-47-56.5400N,086-46-37.0600W,655,CHICAGO,,122.9,
3768,CYLS,,BARRIE-ORILLIA,LAKE SIMCOE RGNL,044-29-07.0000N,079-33-20.0000W,968,,,,
3769,F31,OK,KINGSTON,LAKE TEXOMA STATE PARK,033-59-27.8000N,096-38-33.8000W,693,DALLAS-FT WORTH,122.8,122.8,
3770,C98,IN,LAKE VILLAGE,LAKE VILLAGE,041-09-00.1200N,087-27-45.1200W,644,CHICAGO,,122.9,
3771,M32,AR,LAKE VILLAGE,LAKE VILLAGE MUNI,033-20-47.5000N,091-18-56.0000W,126.1,MEMPHIS,,122.9,
3772,X07,FL,LAKE WALES,LAKE WALES MUNI,027-53-35.5600N,081-37-17.2500W,126.7,MIAMI,122.8,122.8,
3773,01D,IN,SYRACUSE,LAKE WAWASEE,041-24-13.0000N,085-42-22.0000W,859,CHICAGO,,122.9,
3774,27W,WA,LEAVENWORTH,LAKE WENATCHEE STATE,047-49-09.8900N,120-43-11.6200W,1939,SEATTLE,,122.9,
3775,1O0,OR,FLORENCE,LAKE WOAHINK,043-54-15.0000N,124-06-53.0000W,39,KLAMATH FALLS,,122.9,
3776,4Y4,MI,GAYLORD,LAKES OF THE NORTH,044-54-42.5000N,084-52-31.2200W,1287.2,LAKE HURON,,122.9,
3777,03M,ME,EAST WINTHROP,LAKESIDE MARINA,044-18-54.8000N,069-53-13.4000W,165,MONTREAL,,122.9,
3778,9S3,OR,LAKESIDE,LAKESIDE MUNI,043-34-59.4100N,124-10-49.4100W,20,KLAMATH FALLS,,122.9,
3779,30F,TX,LAKE DALLAS,LAKEVIEW,033-07-53.0000N,097-00-51.1000W,535,DALLAS-FT WORTH,,122.9,
3780,13C,MI,LAKEVIEW,LAKEVIEW/GRIFFITH FLD,043-27-08.1000N,085-15-52.7000W,968.9,CHICAGO,122.8,122.8,
3781,3R9,TX,LAKEWAY,LAKEWAY AIRPARK,030-21-26.9700N,097-59-40.0800W,909.4,SAN ANTONIO,123,123,
3782,N12,NJ,LAKEWOOD,LAKEWOOD,040-04-00.8000N,074-10-39.2000W,41.9,NEW YORK,122.8,122.8,
3783,5L0,ND,LAKOTA,LAKOTA MUNI,048-01-44.1000N,098-19-32.7000W,1511.3,TWIN CITIES,122.8,122.8,
3784,M55,AL,VERNON,LAMAR COUNTY,033-50-48.1900N,088-06-55.7100W,463,MEMPHIS,,122.9,
3785,1O2,CA,LAKEPORT,LAMPSON FLD,038-59-26.2000N,122-54-02.6000W,1380.1,SAN FRANCISCO,122.8,122.8,
3786,73C,WI,LANCASTER,LANCASTER MUNI,042-46-57.1000N,090-40-51.9000W,1015.6,CHICAGO,122.8,122.8,
3787,0U0,ID,LANDMARK,LANDMARK USFS,044-38-31.6000N,115-32-00.2000W,6662,GREAT FALLS,,122.9,
3788,T54,TX,ROSENBERG,LANE AIRPARK,029-31-23.9900N,095-46-47.1300W,96,HOUSTON,,122.9,
3789,7A3,AL,LANETT,LANETT RGNL,032-48-42.6400N,085-13-46.1500W,624,ATLANTA,122.8,122.8,
3790,N92,NC,MAIDEN,LANEYS,035-34-27.4800N,081-07-02.2800W,1025,CHARLOTTE,122.8,122.8,
3791,04G,OH,YOUNGSTOWN,LANSDOWNE,041-07-49.7000N,080-37-10.5000W,1043.8,DETROIT,122.8,122.8,
3792,MI4,MI,DRUMMOND ISLAND,LAPOINT,046-02-25.0000N,083-41-29.0000W,580,LAKE HURON,,122.9,
3793,2L1,ND,LARIMORE,LARIMORE MUNI,047-54-24.1700N,097-38-27.5000W,1130,TWIN CITIES,,122.9,
3794,N06,DE,LAUREL,LAUREL,038-32-31.8600N,075-35-39.6700W,30.1,WASHINGTON,122.8,122.8,
3795,6S8,MT,LAUREL,LAUREL MUNI,045-42-18.6400N,108-45-38.7800W,3542.6,BILLINGS,123.05,123.05,
3796,80S,MT,LAVINA,LAVINA,046-18-26.2000N,108-57-17.3000W,3512,BILLINGS,,122.9,
3797,9Z9,AK,LAWING,LAWING,060-24-42.7800N,149-22-09.6300W,484,ANCHORAGE,,122.9,
3798,2M2,TN,LAWRENCEBURG,LAWRENCEBURG-LAWRENCE COUNTY,035-14-03.5000N,087-15-28.6000W,936.2,ATLANTA,122.8,122.8,
3799,0P8,PA,DOVER,LAZY B RANCH,040-01-27.9200N,076-48-55.0800W,476,NEW YORK,,122.9,
3800,09T,TX,DECATUR,LAZY G BAR RANCH,033-16-52.7500N,097-29-48.1000W,931,DALLAS-FT WORTH,,122.9,
3801,3R2,LA,CROWLEY,LE GROS MEML,030-09-42.4000N,092-29-02.3000W,14.1,HOUSTON,,122.9,
3802,2R1,LA,JEANERETTE,LE MAIRE MEML,029-53-56.6500N,091-39-57.6000W,14,HOUSTON,,122.9,
3803,5G0,NY,LE ROY,LE ROY,042-58-52.6100N,077-56-06.8900W,780.3,DETROIT,122.8,122.8,
3804,12Y,MN,LE SUEUR,LE SUEUR MUNI,044-26-27.2000N,093-54-57.0500W,867.5,OMAHA,,122.9,
3805,E26,NM,JAL,LEA COUNTY/JAL,032-07-51.8800N,103-09-17.4600W,3118,ALBUQUERQUE,,122.9,
3806,E06,NM,LOVINGTON,LEA COUNTY/ZIP FRANKLIN MEML,032-57-14.2000N,103-24-31.6000W,3979.2,ALBUQUERQUE,122.8,122.8,
3807,1V8,CO,CENTER,LEACH,037-47-05.7000N,106-02-48.9000W,7598,DENVER,122.8,122.8,
3808,8Y6,MN,CLEAR LAKE,LEADERS CLEAR LAKE,045-26-39.8800N,093-58-15.9300W,990,TWIN CITIES,,122.9,
3809,U00,ID,LEADORE,LEADORE,044-40-23.2000N,113-21-08.8000W,6029,GREAT FALLS,,122.9,
3810,M54,TN,LEBANON,LEBANON MUNI,036-11-25.4800N,086-18-56.4900W,588.4,ST LOUIS,122.725,122.725,
3811,6I2,KY,SPRINGFIELD,LEBANON SPRINGFIELD-GEORGE HOERTER FLD,037-38-00.5200N,085-14-30.6200W,871.1,ST LOUIS,122.8,122.8,
3812,S30,OR,LEBANON,LEBANON STATE,044-31-52.1000N,122-55-47.0000W,348.5,SEATTLE,122.8,122.8,
3813,7G0,NY,BROCKPORT,LEDGEDALE AIRPARK,043-10-52.3000N,077-54-55.8000W,664.9,DETROIT,122.7,122.7,
3814,64I,IN,HANOVER,LEE BOTTOM,038-37-53.1900N,085-26-36.3100W,473,ST LOUIS,,122.9,
3815,0VG,VA,JONESVILLE,LEE COUNTY,036-39-14.7000N,083-13-04.2000W,1410.9,CINCINNATI,,122.9,
3816,52J,SC,BISHOPVILLE,LEE COUNTY/BUTTERS FLD,034-14-40.1500N,080-14-09.7200W,211,CHARLOTTE,,122.9,
3817,O24,CA,LEE VINING,LEE VINING,037-57-27.8600N,119-06-20.9200W,6802.2,SAN FRANCISCO,,122.9,
3818,0U9,ID,MIDVALE,LEE WILLIAMS MEML,044-27-40.6000N,116-45-28.9000W,2617,SALT LAKE CITY,,122.9,
3819,D31,ND,LEEDS,LEEDS MUNI,048-17-06.0200N,099-24-07.9100W,1508,TWIN CITIES,122.8,122.8,
3820,L39,LA,LEESVILLE,LEESVILLE,031-10-05.5000N,093-20-32.9000W,281.5,HOUSTON,122.8,122.8,
3821,LC0,MT,WINIFRED,LEFT COULEE,047-53-07.0000N,109-01-22.0000W,3150,GREAT FALLS,,122.9,
3822,M20,KY,LEITCHFIELD,LEITCHFIELD-GRAYSON COUNTY,037-23-59.1000N,086-15-40.6000W,782,ST LOUIS,123,123,
3823,7S9,OR,HUBBARD,LENHARDT AIRPARK,045-10-49.4300N,122-44-36.3300W,165,SEATTLE,,122.9,
3824,9Z8,AK,LEVELOCK,LEVELOCK,059-07-37.5000N,156-51-35.6000W,55.8,KODIAK,122.95,122.9,
3825,6M6,MO,MONTICELLO,LEWIS COUNTY RGNL,040-07-45.0400N,091-40-41.7700W,675,KANSAS CITY,122.7,122.7,
3826,9S9,OR,LEXINGTON,LEXINGTON,045-27-14.9000N,119-41-25.0000W,1634.5,SEATTLE,,122.9,
3827,6J0,SC,PELION,LEXINGTON COUNTY,033-47-40.7000N,081-14-45.1000W,451.7,CHARLOTTE,123,123,
3828,S59,MT,LIBBY,LIBBY,048-17-01.8000N,115-29-24.8000W,2605.3,GREAT FALLS,122.8,122.8,
3829,T78,TX,LIBERTY,LIBERTY MUNI,030-04-40.1000N,094-41-54.8000W,69.5,HOUSTON,,122.9,
3830,0L4,NV,GOLDFIELD,LIDA JUNCTION,037-29-30.8000N,117-11-18.3000W,4684,LAS VEGAS,,122.9,
3831,4N4,ND,LIDGERWOOD,LIDGERWOOD MUNI,046-05-21.0600N,097-09-58.0800W,1081,TWIN CITIES,,122.9,
3832,2AK,AK,LIME VILLAGE,LIME VILLAGE,061-21-32.8700N,155-26-25.3900W,545,MC GRATH,,122.9,
3833,63B,ME,LIMINGTON,LIMINGTON-HARMON,043-45-46.9000N,070-40-20.9000W,292.3,NEW YORK,122.7,122.7,
3834,S69,MT,LINCOLN,LINCOLN,046-57-16.9300N,112-39-00.7800W,4602.8,GREAT FALLS,,122.9,
3835,1L1,NV,PANACA,LINCOLN COUNTY,037-47-14.7000N,114-25-11.6000W,4831,LAS VEGAS,122.8,122.8,
3836,K71,KS,LINCOLN,LINCOLN MUNI,039-03-29.0200N,098-10-01.1900W,1412,WICHITA,,122.9,
3837,0R2,MO,LINCOLN,LINCOLN MUNI,038-24-08.4000N,093-19-56.1000W,940,KANSAS CITY,,122.9,
3838,N07,NJ,LINCOLN PARK,LINCOLN PARK,040-56-51.4600N,074-18-52.2400W,181,NEW YORK,122.8,122.8,
3839,0S0,WA,LIND,LIND,046-58-36.6300N,118-35-14.0300W,1507,SEATTLE,,122.9,
3840,M35,MT,SEELEY LAKE,LINDEY'S LANDING WEST,047-10-27.7700N,113-28-48.2800W,3993,GREAT FALLS,,122.9,
3841,E32,NM,LINDRITH,LINDRITH AIRPARK,036-17-29.0600N,107-03-22.1600W,7202,DENVER,,122.9,
3842,1K2,OK,LINDSAY,LINDSAY MUNI,034-50-58.0300N,097-35-07.0500W,968,DALLAS-FT WORTH,,122.9,
3843,1KS,KS,PLEASANTON,LINN COUNTY,038-10-24.3600N,094-41-25.1700W,860,KANSAS CITY,122.8,122.8,
3844,7L2,ND,LINTON,LINTON MUNI,046-13-14.3100N,100-14-44.2500W,1778.6,TWIN CITIES,,122.9,
3845,6L3,ND,LISBON,LISBON MUNI,046-26-49.1000N,097-43-41.5800W,1240.3,TWIN CITIES,,122.9,
3846,3LF,IL,LITCHFIELD,LITCHFIELD MUNI,039-09-45.0000N,089-40-28.7000W,690.5,ST LOUIS,122.8,122.8,
3847,2N7,NJ,LITTLE FERRY,LITTLE FERRY,040-51-00.3600N,074-01-58.5000W,0,NEW YORK,122.8,122.8,
3848,16W,WA,STARBUCK,LITTLE GOOSE LOCK AND DAM,046-35-02.2000N,118-00-12.9000W,681,SEATTLE,,122.9,
3849,13Y,MN,LITTLEFORK,LITTLEFORK MUNI/HANOVER,048-24-29.8000N,093-34-45.9300W,1145,TWIN CITIES,,122.9,
3850,8T6,TX,GEORGE WEST,LIVE OAK COUNTY,028-21-46.1000N,098-06-59.3000W,128.7,SAN ANTONIO,,122.9,
3851,4AK,AK,LIVENGOOD,LIVENGOOD CAMP,065-28-02.1700N,148-39-13.4900W,427.5,FAIRBANKS,,122.9,
3852,8A3,TN,LIVINGSTON,LIVINGSTON MUNI,036-24-48.6100N,085-18-37.6400W,1372,ST LOUIS,122.8,122.8,
3853,00R,TX,LIVINGSTON,LIVINGSTON MUNI,030-41-09.1000N,095-01-04.5000W,150.7,HOUSTON,122.7,122.7,
3854,63A,AK,PETERSBURG,LLOYD R ROUNDTREE SEAPLANE FACILITY,056-48-40.7500N,132-57-36.2000W,0,JUNEAU,,122.5,
3855,1K1,KS,BENTON,LLOYD STEARMAN FLD,037-46-28.0000N,097-06-47.6000W,1364.1,WICHITA,123.075,123.075,
