id,LocId,State Id,City,Name,ARPLatitude,ARPLongitude,Elevation,Sectional,UNICOM,CTAF,ICAOId
1,AAA,IL,LINCOLN,LOGAN COUNTY,040-09-31.3000N,089-20-06.1000W,594.3,CHICAGO,122.8,122.8,KAAA
2,AAF,FL,APALACHICOLA,APALACHICOLA RGNL-CLEVE RANDOLPH FLD,029-43-39.1800N,085-01-38.5600W,19.6,NEW ORLEANS,122.8,122.8,KAAF
3,AAO,KS,WICHITA,COLONEL JAMES JABARA,037-44-51.2700N,097-13-16.0200W,1420.8,WICHITA,122.7,122.7,KAAO
4,AAS,KY,CAMPBELLSVILLE,TAYLOR COUNTY,037-21-29.8000N,085-18-33.9000W,920.5,ST LOUIS,122.7,122.7,KAAS
5,AAT,CA,ALTURAS,ALTURAS MUNI,041-28-58.3000N,120-33-55.5000W,4378.3,KLAMATH FALLS,122.8,122.8,KAAT
6,ABE,PA,ALLENTOWN,LEHIGH VALLEY INTL,040-39-08.5100N,075-26-25.4600W,393.7,NEW YORK,122.95,,KABE
7,ABI,TX,ABILENE,ABILENE RGNL,032-24-40.8000N,099-40-54.8000W,1790.6,DALLAS-FT WORTH,122.95,,KABI
8,ABQ,NM,ALBUQUERQUE,ALBUQUERQUE INTL SUNPORT,035-02-20.1500N,106-36-29.7400W,5354.9,ALBUQUERQUE,122.95,,KABQ
9,ABR,SD,ABERDEEN,ABERDEEN RGNL,045-26-48.4700N,098-25-20.7900W,1301.9,TWIN CITIES,122.7,122.7,KABR
10,ABY,GA,ALBANY,SOUTHWEST GEORGIA RGNL,031-32-07.9000N,084-11-40.1000W,196.2,JACKSONVILLE,122.95,120.25,KABY
11,ACB,MI,BELLAIRE,ANTRIM COUNTY,044-59-18.8800N,085-11-54.0500W,622.9,GREEN BAY,122.7,122.7,KACB
12,ACJ,GA,AMERICUS,JIMMY CARTER RGNL,032-06-38.9000N,084-11-19.9000W,468.4,ATLANTA,122.8,122.8,KACJ
13,ACK,MA,NANTUCKET,NANTUCKET MEML,041-15-10.7100N,070-03-35.6800W,47,NEW YORK,122.95,118.3,KACK
14,ACP,LA,OAKDALE,ALLEN PARISH,030-45-01.8300N,092-41-18.5700W,107.1,HOUSTON,122.8,122.8,KACP
15,ACQ,MN,WASECA,WASECA MUNI,044-04-24.5000N,093-33-10.6000W,1126.5,OMAHA,122.8,122.8,KACQ
16,ACT,TX,WACO,WACO RGNL,031-36-43.9000N,097-13-49.1000W,516.1,SAN ANTONIO,122.95,119.3,KACT
17,ACV,CA,ARCATA/EUREKA,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,040-58-40.2000N,124-06-30.5000W,222.3,KLAMATH FALLS,123,123,KACV
18,ACY,NJ,ATLANTIC CITY,ATLANTIC CITY INTL,039-27-27.3000N,074-34-37.8000W,74.8,WASHINGTON,,,KACY
19,ACZ,NC,WALLACE,HENDERSON FLD,034-43-04.3000N,078-00-14.0000W,38.1,CHARLOTTE,122.8,122.8,KACZ
20,ADC,MN,WADENA,WADENA MUNI,046-26-59.8000N,095-12-39.0000W,1368,TWIN CITIES,122.8,122.8,KADC
21,ADF,AR,ARKADELPHIA,DEXTER B FLORENCE MEML FLD,034-05-59.3000N,093-03-57.9000W,181.5,MEMPHIS,122.7,122.7,KADF
22,ADG,MI,ADRIAN,LENAWEE COUNTY,041-52-03.4900N,084-04-38.3000W,802.2,DETROIT,122.8,122.8,KADG
23,ADH,OK,ADA,ADA RGNL,034-48-15.3400N,096-40-16.3200W,1015.9,DALLAS-FT WORTH,122.8,122.8,KADH
24,ADM,OK,ARDMORE,ARDMORE MUNI,034-18-13.9400N,097-01-14.1500W,776.7,DALLAS-FT WORTH,122.95,118.5,KADM
25,ADS,TX,DALLAS,ADDISON,032-58-06.8000N,096-50-11.2000W,644.6,DALLAS-FT WORTH,122.95,126,KADS
26,ADT,KS,ATWOOD,ATWOOD-RAWLINS COUNTY CITY-COUNTY,039-50-25.2200N,101-02-32.9400W,2990.7,WICHITA,122.7,122.7,KADT
27,ADU,IA,AUDUBON,AUDUBON COUNTY,041-42-05.5000N,094-55-13.6000W,1287.7,OMAHA,122.8,122.8,KADU
28,AEG,NM,ALBUQUERQUE,DOUBLE EAGLE II,035-08-41.6700N,106-47-42.6300W,5837.4,ALBUQUERQUE,,120.15,KAEG
29,AEJ,CO,BUENA VISTA,CENTRAL COLORADO RGNL,038-48-51.1000N,106-07-14.2000W,7950.4,DENVER,122.8,122.8,KAEJ
30,AEL,MN,ALBERT LEA,ALBERT LEA MUNI,043-40-52.7300N,093-22-05.3300W,1261,OMAHA,123,123,KAEL
31,AEX,LA,ALEXANDRIA,ALEXANDRIA INTL,031-19-38.5400N,092-32-54.8000W,88.1,HOUSTON,,127.35,KAEX
32,AFJ,PA,WASHINGTON,WASHINGTON COUNTY,040-08-11.3000N,080-17-24.7000W,1183.9,DETROIT,122.975,122.975,KAFJ
33,AFK,NE,NEBRASKA CITY,NEBRASKA CITY MUNI,040-36-23.5000N,095-52-00.0000W,1165,OMAHA,122.7,122.7,KAFK
34,AFN,NH,JAFFREY,JAFFREY/SILVER RANCH,042-48-18.4800N,072-00-10.8800W,1039.5,NEW YORK,122.8,122.8,KAFN
35,AFO,WY,AFTON,AFTON MUNI,042-42-31.5700N,110-56-31.8200W,6220.9,SALT LAKE CITY,122.8,122.8,KAFO
36,AFP,NC,WADESBORO,ANSON COUNTY/JEFF CLOUD FLD,035-01-14.3000N,080-04-37.6200W,299.7,CHARLOTTE,122.8,122.8,KAFP
37,AFW,TX,FORT WORTH,FORT WORTH ALLIANCE,032-59-25.3900N,097-19-09.9900W,723,DALLAS-FT WORTH,,,KAFW
38,AGC,PA,PITTSBURGH,ALLEGHENY COUNTY,040-21-15.9800N,079-55-44.5700W,1251.5,DETROIT,122.95,,KAGC
39,AGO,AR,MAGNOLIA,RALPH C WEISER FLD,033-13-38.9000N,093-13-01.2000W,319.4,MEMPHIS,122.8,122.8,KAGO
40,AGS,GA,AUGUSTA,AUGUSTA RGNL AT BUSH FLD,033-22-11.8000N,081-57-52.2000W,145.7,ATLANTA,122.95,118.7,KAGS
41,AGZ,SD,WAGNER,WAGNER MUNI,043-03-51.0000N,098-17-46.9800W,1477.5,OMAHA,122.8,122.8,KAGZ
42,AHH,WI,AMERY,AMERY MUNI,045-16-52.1300N,092-22-31.4100W,1087.9,GREEN BAY,122.8,122.8,KAHH
43,AHN,GA,ATHENS,ATHENS/BEN EPPS,033-56-55.1100N,083-19-33.2900W,812.2,ATLANTA,122.95,126.3,KAHN
44,AHQ,NE,WAHOO,WAHOO MUNI,041-14-26.1900N,096-35-40.4000W,1223.7,OMAHA,122.7,122.7,KAHQ
45,AIA,NE,ALLIANCE,ALLIANCE MUNI,042-03-11.6000N,102-48-13.5000W,3930.6,CHEYENNE,123,123,KAIA
46,AIB,CO,NUCLA,HOPKINS FLD,038-14-20.4100N,108-33-46.1000W,5945.1,DENVER,122.8,122.8,KAIB
47,AID,IN,ANDERSON,ANDERSON MUNI-DARLINGTON FLD,040-06-31.0000N,085-36-46.8000W,919.1,CHICAGO,122.95,126,KAID
48,AIG,WI,ANTIGO,LANGLADE COUNTY,045-09-14.2200N,089-06-38.2200W,1523,GREEN BAY,122.8,122.8,KAIG
49,AIK,SC,AIKEN,AIKEN RGNL,033-38-57.8000N,081-41-06.1000W,528.5,CHARLOTTE,122.8,122.8,KAIK
50,AIO,IA,ATLANTIC,ATLANTIC MUNI,041-24-13.8000N,095-02-55.5000W,1164.9,OMAHA,122.7,122.7,KAIO
51,AIT,MN,AITKIN,AITKIN MUNI/STEVE KURTZ FLD,046-32-54.4600N,093-40-35.8800W,1206,TWIN CITIES,123.05,123.05,KAIT
52,AIV,AL,ALICEVILLE,GEORGE DOWNER,033-06-24.2800N,088-11-49.8300W,150,MEMPHIS,122.8,122.8,KAIV
53,AIZ,MO,KAISER/LAKE OZARK,LEE C FINE MEML,038-05-45.7000N,092-32-58.1000W,868.9,KANSAS CITY,122.8,122.8,KAIZ
54,AJG,IL,MOUNT CARMEL,MOUNT CARMEL MUNI,038-36-23.5000N,087-43-36.1000W,429.4,ST LOUIS,122.7,122.7,KAJG
55,AJO,CA,CORONA,CORONA MUNI,033-53-51.5500N,117-36-08.7800W,533,LOS ANGELES,122.7,122.7,KAJO
56,AJR,GA,CORNELIA,HABERSHAM COUNTY,034-29-59.4700N,083-33-23.9900W,1447.9,ATLANTA,122.7,122.7,KAJR
57,AJZ,CO,DELTA,BLAKE FLD,038-47-08.1700N,108-03-43.2500W,5193.1,DENVER,122.8,122.8,KAJZ
58,AKH,NC,GASTONIA,GASTONIA MUNI,035-12-09.4400N,081-08-59.5500W,797.8,CHARLOTTE,123,123,KAKH
59,AKO,CO,AKRON,COLORADO PLAINS RGNL,040-10-32.3000N,103-13-19.3000W,4716,CHEYENNE,122.8,122.8,KAKO
60,AKQ,VA,WAKEFIELD,WAKEFIELD MUNI,036-59-14.0000N,077-00-04.1000W,111.4,WASHINGTON,122.8,122.8,KAKQ
61,AKR,OH,AKRON,AKRON FULTON INTL,041-02-15.0000N,081-28-00.9000W,1067.5,DETROIT,123.075,123.075,KAKR
62,ALB,NY,ALBANY,ALBANY INTL,042-44-56.8200N,073-48-07.1300W,284.8,NEW YORK,122.95,,KALB
63,ALI,TX,ALICE,ALICE INTL,027-44-27.2000N,098-01-37.0000W,178.2,BROWNSVILLE,123,123,KALI
64,ALM,NM,ALAMOGORDO,ALAMOGORDO-WHITE SANDS RGNL,032-50-21.9000N,105-59-28.1000W,4199.9,ALBUQUERQUE,122.8,122.8,KALM
65,ALN,IL,ALTON/ST LOUIS,ST LOUIS RGNL,038-53-23.7000N,090-02-45.6000W,543.5,ST LOUIS,122.95,126,KALN
66,ALO,IA,WATERLOO,WATERLOO RGNL,042-33-30.4200N,092-24-03.6800W,873,CHICAGO,122.95,125.075,KALO
67,ALS,CO,ALAMOSA,SAN LUIS VALLEY RGNL/BERGMAN FLD,037-26-06.4500N,105-52-04.3500W,7539.8,DENVER,122.8,122.8,KALS
68,ALW,WA,WALLA WALLA,WALLA WALLA RGNL,046-05-33.1500N,118-17-02.7000W,1194.4,SEATTLE,122.95,118.5,KALW
69,ALX,AL,ALEXANDER CITY,THOMAS C RUSSELL FLD,032-54-53.1000N,085-57-46.6000W,685.8,ATLANTA,122.7,122.7,KALX
70,AMA,TX,AMARILLO,RICK HUSBAND AMARILLO INTL,035-13-09.7000N,101-42-21.3000W,3606.7,DALLAS-FT WORTH,122.95,118.3,KAMA
71,AMG,GA,ALMA,BACON COUNTY,031-32-09.8100N,082-30-23.5900W,199.8,JACKSONVILLE,122.7,122.7,KAMG
72,AMN,MI,ALMA,GRATIOT COMMUNITY,043-19-19.7100N,084-41-16.5800W,754.1,DETROIT,122.8,122.8,KAMN
73,AMT,OH,WEST UNION,ALEXANDER SALAMON,038-51-06.0200N,083-33-57.6300W,896,CINCINNATI,122.8,122.8,KAMT
74,AMW,IA,AMES,AMES MUNI,041-59-31.3600N,093-37-18.5500W,955.6,OMAHA,122.7,122.7,KAMW
75,ANB,AL,ANNISTON,ANNISTON RGNL,033-35-17.4000N,085-51-29.2000W,612,ATLANTA,123,123.6,KANB
76,AND,SC,ANDERSON,ANDERSON RGNL,034-29-40.5000N,082-42-33.8000W,781.9,ATLANTA,,123.6,KAND
77,ANE,MN,MINNEAPOLIS,ANOKA COUNTY/BLAINE (JANES FLD),045-08-41.6000N,093-12-36.7000W,912.2,TWIN CITIES,122.95,132.4,KANE
78,ANJ,MI,SAULT STE MARIE,SAULT STE MARIE MUNI/SANDERSON FLD,046-28-45.2000N,084-22-06.2000W,716.4,LAKE HURON,122.7,122.7,KANJ
79,ANK,CO,SALIDA,SALIDA/HARRIETT ALEXANDER FLD,038-32-17.8000N,106-02-55.0000W,7523,DENVER,122.7,122.7,KANK
80,ANP,MD,ANNAPOLIS,LEE,038-56-34.3600N,076-34-06.2400W,34.2,WASHINGTON,,122.9,KANP
81,ANQ,IN,ANGOLA,TRI-STATE STEUBEN COUNTY,041-38-22.9100N,085-05-00.5800W,995,CHICAGO,123.075,123.075,KANQ
82,ANW,NE,AINSWORTH,AINSWORTH RGNL,042-34-45.2000N,099-59-34.7000W,2588.7,OMAHA,122.8,122.8,KANW
83,ANY,KS,ANTHONY,ANTHONY MUNI,037-09-35.6300N,098-04-46.3000W,1343.1,WICHITA,122.8,122.8,KANY
84,AOC,ID,ARCO,ARCO-BUTTE COUNTY,043-36-12.7000N,113-20-03.3000W,5335.4,SALT LAKE CITY,122.8,122.8,KAOC
85,AOH,OH,LIMA,LIMA ALLEN COUNTY,040-42-26.9200N,084-01-37.4800W,975.3,DETROIT,122.7,122.7,KAOH
86,AOO,PA,ALTOONA,ALTOONA/BLAIR COUNTY,040-17-46.9000N,078-19-12.1000W,1503.4,DETROIT,123,123.6,KAOO
87,AOV,MO,AVA,AVA BILL MARTIN MEML,036-58-18.7900N,092-40-55.0000W,1311,KANSAS CITY,122.7,122.7,KAOV
88,APA,CO,DENVER,CENTENNIAL,039-34-12.4300N,104-50-57.4600W,5884.9,DENVER,122.95,,KAPA
89,APC,CA,NAPA,NAPA COUNTY,038-12-47.4800N,122-16-50.4700W,35.5,SAN FRANCISCO,122.95,118.7,KAPC
90,APF,FL,NAPLES,NAPLES MUNI,026-09-08.7900N,081-46-32.3000W,8.3,MIAMI,,128.5,KAPF
91,APN,MI,ALPENA,ALPENA COUNTY RGNL,045-04-41.1000N,083-33-37.1000W,689.5,LAKE HURON,122.95,121.35,KAPN
92,APS,LA,RESERVE,PORT OF SOUTH LOUISIANA EXEC RGNL,030-05-14.9000N,090-34-58.2000W,6.5,NEW ORLEANS,122.7,122.7,KAPS
93,APT,TN,JASPER,MARION COUNTY/BROWN FLD,035-03-38.4000N,085-35-07.1000W,641.2,ATLANTA,122.8,122.8,KAPT
94,APV,CA,APPLE VALLEY,APPLE VALLEY,034-34-31.2000N,117-11-10.3000W,3061.7,LOS ANGELES,122.8,122.8,KAPV
95,APY,TX,ZAPATA,ZAPATA COUNTY,026-58-07.6300N,099-14-56.0700W,422.1,BROWNSVILLE,122.7,122.7,KAPY
96,AQO,TX,LLANO,LLANO MUNI,030-47-03.2000N,098-39-35.6000W,1101.7,SAN ANTONIO,123.05,123.05,KAQO
97,AQP,MN,APPLETON,APPLETON MUNI,045-13-39.0100N,096-00-16.3100W,1021,TWIN CITIES,,122.9,KAQP
98,AQR,OK,ATOKA,ATOKA MUNI,034-23-54.0200N,096-08-53.0100W,590,DALLAS-FT WORTH,,122.9,KAQR
99,AQW,MA,NORTH ADAMS,HARRIMAN-AND-WEST,042-41-46.5100N,073-10-13.9900W,653.8,NEW YORK,122.8,122.8,KAQW
100,AQX,SC,ALLENDALE,ALLENDALE COUNTY,032-59-42.4000N,081-16-12.8500W,161.8,CHARLOTTE,122.8,122.8,KAQX
101,ARA,LA,NEW IBERIA,ACADIANA RGNL,030-02-15.9300N,091-53-02.0300W,24,HOUSTON,122.95,125,KARA
102,ARB,MI,ANN ARBOR,ANN ARBOR MUNI,042-13-22.5400N,083-44-44.5500W,839,DETROIT,123,120.3,KARB
103,ARG,AR,WALNUT RIDGE,WALNUT RIDGE RGNL,036-07-28.8000N,090-55-30.4000W,279,MEMPHIS,122.8,122.8,KARG
104,ARM,TX,WHARTON,WHARTON RGNL,029-15-15.4000N,096-09-15.8000W,100,HOUSTON,122.7,122.7,KARM
105,ARR,IL,CHICAGO/AURORA,AURORA MUNI,041-46-18.9000N,088-28-32.4000W,712,CHICAGO,122.95,120.6,KARR
106,ART,NY,WATERTOWN,WATERTOWN INTL,043-59-30.6000N,076-01-09.9000W,330.8,NEW YORK,123,123,KART
107,ARV,WI,MINOCQUA-WOODRUFF,LAKELAND/NOBLE F LEE MEML FLD,045-55-40.5000N,089-43-51.4000W,1629.5,GREEN BAY,122.7,122.7,KARV
108,ARW,SC,BEAUFORT,BEAUFORT EXEC,032-24-43.8000N,080-38-03.6800W,9,CHARLOTTE,122.7,122.7,KARW
109,ASD,LA,SLIDELL,SLIDELL,030-20-46.8000N,089-49-14.9000W,28.3,NEW ORLEANS,122.8,122.8,KASD
110,ASE,CO,ASPEN,ASPEN-PITKIN COUNTY/SARDY FLD,039-13-18.8000N,106-52-05.6000W,7837.9,DENVER,122.95,118.85,KASE
111,ASG,AR,SPRINGDALE,SPRINGDALE MUNI,036-10-35.0000N,094-07-09.3000W,1352.5,KANSAS CITY,122.95,118.2,KASG
112,ASH,NH,NASHUA,BOIRE FLD,042-46-56.6900N,071-30-50.7400W,200.4,NEW YORK,,133.2,KASH
113,ASJ,NC,AHOSKIE,TRI-COUNTY AT HENRY JOYNER FIELD,036-17-51.1000N,077-10-15.1000W,66.6,WASHINGTON,122.8,122.8,KASJ
114,ASL,TX,MARSHALL,HARRISON COUNTY,032-31-13.8000N,094-18-28.0000W,357,MEMPHIS,122.8,122.8,KASL
115,ASN,AL,TALLADEGA,TALLADEGA MUNI,033-34-10.2200N,086-03-04.3300W,528.8,ATLANTA,122.8,122.8,KASN
116,AST,OR,ASTORIA,ASTORIA RGNL,046-09-28.7000N,123-52-43.0000W,14.3,SEATTLE,122.8,122.8,KAST
117,ASW,IN,WARSAW,WARSAW MUNI,041-16-28.9000N,085-50-24.3000W,849.7,CHICAGO,122.7,122.7,KASW
118,ASX,WI,ASHLAND,JOHN F KENNEDY MEML,046-32-54.7000N,090-55-08.3000W,826.5,GREEN BAY,122.8,122.8,KASX
119,ASY,ND,ASHLEY,ASHLEY MUNI,046-01-23.3600N,099-21-09.2700W,2032,TWIN CITIES,,122.9,KASY
120,ATA,TX,ATLANTA,HALL-MILLER MUNI,033-06-09.1000N,094-11-42.1000W,280.3,MEMPHIS,,122.9,KATA
121,ATL,GA,ATLANTA,HARTSFIELD - JACKSON ATLANTA INTL,033-38-12.1200N,084-25-40.3100W,1026.2,ATLANTA,122.95,,KATL
122,ATS,NM,ARTESIA,ARTESIA MUNI,032-51-07.0000N,104-28-03.3000W,3544.5,ALBUQUERQUE,123.075,123.075,KATS
123,ATW,WI,APPLETON,APPLETON INTL,044-15-29.1400N,088-31-08.6600W,918,GREEN BAY,122.95,119.6,KATW
124,ATY,SD,WATERTOWN,WATERTOWN RGNL,044-54-50.3000N,097-09-17.0000W,1749.3,TWIN CITIES,123.05,123.05,KATY
125,AUG,ME,AUGUSTA,AUGUSTA STATE,044-19-14.3400N,069-47-50.3500W,351.7,MONTREAL,123,123,KAUG
126,AUH,NE,AURORA,AURORA MUNI - AL POTTER FLD,040-53-38.9000N,097-59-40.4000W,1803.4,OMAHA,122.8,122.8,KAUH
127,AUM,MN,AUSTIN,AUSTIN MUNI,043-39-45.5000N,092-55-58.5000W,1233.5,CHICAGO,122.7,122.7,KAUM
128,AUN,CA,AUBURN,AUBURN MUNI,038-57-17.4000N,121-04-54.2000W,1538.4,SAN FRANCISCO,122.7,122.7,KAUN
129,AUO,AL,AUBURN,AUBURN UNIVERSITY RGNL,032-36-54.4000N,085-26-02.4000W,776.8,ATLANTA,123,123,KAUO
130,AUS,TX,AUSTIN,AUSTIN-BERGSTROM INTL,030-11-40.3000N,097-40-11.5500W,541.5,SAN ANTONIO,122.95,,KAUS
131,AUW,WI,WAUSAU,WAUSAU DOWNTOWN,044-55-34.6200N,089-37-37.2100W,1201,GREEN BAY,122.7,122.7,KAUW
132,AVC,VA,SOUTH HILL,MECKLENBURG-BRUNSWICK RGNL,036-41-17.8000N,078-03-16.1000W,441.4,WASHINGTON,122.8,122.8,KAVC
133,AVK,OK,ALVA,ALVA RGNL,036-46-24.8800N,098-40-16.2000W,1476.6,WICHITA,122.8,122.8,KAVK
134,AVL,NC,ASHEVILLE,ASHEVILLE RGNL,035-26-10.0100N,082-32-31.3700W,2163.9,ATLANTA,122.95,121.1,KAVL
135,AVO,FL,AVON PARK,AVON PARK EXEC,027-35-28.6800N,081-31-44.2800W,160.4,MIAMI,122.8,122.8,KAVO
136,AVP,PA,WILKES-BARRE/SCRANTON,WILKES-BARRE/SCRANTON INTL,041-20-18.5000N,075-43-24.2000W,961.7,NEW YORK,122.95,,KAVP
137,AVQ,AZ,MARANA,MARANA RGNL,032-24-34.4000N,111-13-06.2000W,2031.5,PHOENIX,123,123,KAVQ
138,AVX,CA,AVALON,CATALINA,033-24-17.9900N,118-24-56.7700W,1602,LOS ANGELES,122.7,122.7,KAVX
139,AWG,IA,WASHINGTON,WASHINGTON MUNI,041-16-32.5000N,091-40-33.9000W,754.4,CHICAGO,122.7,122.7,KAWG
140,AWM,AR,WEST MEMPHIS,WEST MEMPHIS MUNI,035-08-06.2000N,090-14-04.0000W,212.7,MEMPHIS,123.05,123.05,KAWM
141,AWO,WA,ARLINGTON,ARLINGTON MUNI,048-09-38.7000N,122-09-32.5000W,141.8,SEATTLE,,122.725,KAWO
142,AXA,IA,ALGONA,ALGONA MUNI,043-04-40.5000N,094-16-19.0000W,1216,OMAHA,122.8,122.8,KAXA
143,AXH,TX,HOUSTON,HOUSTON/SOUTHWEST,029-30-22.1000N,095-28-36.9000W,68.9,HOUSTON,123,123,KAXH
144,AXN,MN,ALEXANDRIA,CHANDLER FLD,045-51-58.7000N,095-23-40.8000W,1425.3,TWIN CITIES,123,123,KAXN
145,AXQ,PA,CLARION,CLARION COUNTY,041-13-29.8000N,079-26-31.8000W,1457.5,DETROIT,122.8,122.8,KAXQ
146,AXS,OK,ALTUS,ALTUS/QUARTZ MOUNTAIN RGNL,034-41-55.7000N,099-20-18.5000W,1433.2,DALLAS-FT WORTH,122.8,122.8,KAXS
147,AXV,OH,WAPAKONETA,NEIL ARMSTRONG,040-29-36.8000N,084-17-53.1000W,912.5,DETROIT,122.8,122.8,KAXV
148,AXX,NM,ANGEL FIRE,ANGEL FIRE,036-25-19.2000N,105-17-23.6600W,8379.5,DENVER,122.8,122.8,KAXX
149,AYS,GA,WAYCROSS,WAYCROSS-WARE COUNTY,031-14-54.2000N,082-23-43.4000W,141.3,JACKSONVILLE,122.8,122.8,KAYS
150,AZC,AZ,COLORADO CITY,COLORADO CITY MUNI,036-57-35.8000N,113-00-50.0000W,4873.8,LAS VEGAS,122.7,122.7,KAZC
151,AZE,GA,HAZLEHURST,HAZLEHURST,031-53-06.6800N,082-38-52.4100W,255.2,JACKSONVILLE,122.8,122.8,KAZE
152,AZO,MI,KALAMAZOO,KALAMAZOO/BATTLE CREEK INTL,042-14-03.8000N,085-33-05.6000W,873.9,CHICAGO,122.95,118.3,KAZO
153,BAC,ND,VALLEY CITY,BARNES COUNTY MUNI,046-56-28.3400N,098-01-04.8500W,1401.6,TWIN CITIES,122.8,122.8,KBAC
154,BAF,MA,WESTFIELD/SPRINGFIELD,WESTFIELD-BARNES RGNL,042-09-28.6000N,072-42-57.1000W,270,NEW YORK,,118.9,KBAF
155,BAK,IN,COLUMBUS,COLUMBUS MUNI,039-15-42.8900N,085-53-46.8200W,656.1,ST LOUIS,122.95,118.6,KBAK
156,BAM,NV,BATTLE MOUNTAIN,BATTLE MOUNTAIN,040-35-56.6000N,116-52-27.6000W,4536.1,SALT LAKE CITY,122.8,122.8,KBAM
157,BAX,MI,BAD AXE,HURON COUNTY MEML,043-46-48.8000N,082-59-07.5000W,763.3,DETROIT,123.075,123.075,KBAX
158,BAZ,TX,NEW BRAUNFELS,NEW BRAUNFELS NTL,029-42-20.7000N,098-02-35.6000W,658.4,SAN ANTONIO,122.7,127.05,KBAZ
159,BBB,MN,BENSON,BENSON MUNI,045-19-54.9000N,095-39-02.1000W,1039.3,TWIN CITIES,122.8,122.8,KBBB
160,BBD,TX,BRADY,CURTIS FLD,031-10-45.4000N,099-19-26.1000W,1827.4,SAN ANTONIO,122.8,122.8,KBBD
161,BBG,MO,BRANSON,BRANSON,036-31-55.5000N,093-12-01.9600W,1302,KANSAS CITY,122.95,128.15,KBBG
162,BBP,SC,BENNETTSVILLE,MARLBORO COUNTY JETPORT - H E AVENT FLD,034-37-18.1500N,079-44-03.6900W,146.8,CHARLOTTE,122.8,122.8,KBBP
163,BBW,NE,BROKEN BOW,BROKEN BOW MUNI/KEITH GLAZE FLD,041-26-11.2000N,099-38-31.8000W,2546.3,OMAHA,122.8,122.8,KBBW
164,BCB,VA,BLACKSBURG,VIRGINIA TECH/MONTGOMERY EXEC,037-12-33.7900N,080-24-43.5200W,2119.5,CINCINNATI,123.05,123.05,KBCB
165,BCE,UT,BRYCE CANYON,BRYCE CANYON,037-42-23.2100N,112-08-44.8800W,7590,LAS VEGAS,122.8,122.8,KBCE
166,BCK,WI,BLACK RIVER FALLS,BLACK RIVER FALLS AREA,044-15-02.6600N,090-51-19.0100W,836.2,GREEN BAY,,122.9,KBCK
167,BCR,FL,BONIFAY,TRI-COUNTY,030-50-37.9900N,085-36-06.3000W,86,NEW ORLEANS,122.725,122.725,KBCR
168,BCT,FL,BOCA RATON,BOCA RATON,026-22-42.5500N,080-06-27.7100W,12.9,MIAMI,,118.425,KBCT
169,BDE,MN,BAUDETTE,BAUDETTE INTL,048-43-48.9000N,094-36-39.8000W,1085.4,TWIN CITIES,122.8,122.8,KBDE
170,BDG,UT,BLANDING,BLANDING MUNI,037-34-60.0000N,109-28-59.8000W,5867.8,DENVER,122.8,122.8,KBDG
171,BDH,MN,WILLMAR,WILLMAR MUNI/JOHN L RICE FLD,045-07-01.3000N,095-07-45.6000W,1126,TWIN CITIES,122.8,122.8,KBDH
172,BDJ,WI,BOULDER JUNCTION,BOULDER JUNCTION PAYZER,046-08-11.5500N,089-38-51.0700W,1666,GREEN BAY,,122.9,KBDJ
173,BDL,CT,WINDSOR LOCKS,BRADLEY INTL,041-56-20.5200N,072-41-03.5400W,173.3,NEW YORK,122.95,,KBDL
174,BDN,OR,BEND,BEND MUNI,044-05-40.4200N,121-12-00.8000W,3459.4,KLAMATH FALLS,123,123,KBDN
175,BDQ,AR,MORRILTON,MORRILTON MUNI,035-08-10.4400N,092-42-49.3500W,321.4,MEMPHIS,122.8,122.8,KBDQ
176,BDR,CT,BRIDGEPORT,BRIDGEPORT/SIKORSKY,041-09-48.5300N,073-07-34.2300W,8.5,NEW YORK,123,120.9,KBDR
177,BDU,CO,BOULDER,BOULDER MUNI,040-02-21.7200N,105-13-33.9200W,5288,CHEYENNE,122.725,122.725,KBDU
178,BEA,TX,BEEVILLE,BEEVILLE MUNI,028-21-51.2000N,097-47-31.0000W,272.8,SAN ANTONIO,122.8,122.8,KBEA
179,BEC,KS,WICHITA,BEECH FACTORY,037-41-38.1000N,097-12-53.7000W,1408.6,WICHITA,122.95,126.8,KBEC
180,BED,MA,BEDFORD,LAURENCE G HANSCOM FLD,042-28-11.8000N,071-17-20.4000W,132,NEW YORK,122.95,118.5,KBED
181,BEH,MI,BENTON HARBOR,SOUTHWEST MICHIGAN RGNL,042-07-42.1700N,086-25-29.5700W,649.1,CHICAGO,123,123,KBEH
182,BFA,MI,BOYNE FALLS,BOYNE MOUNTAIN,045-09-57.0300N,084-55-26.8100W,719,LAKE HURON,122.8,122.8,KBFA
183,BFD,PA,BRADFORD,BRADFORD RGNL,041-48-10.6400N,078-38-23.8800W,2143.1,DETROIT,123.075,123.075,KBFD
184,BFE,TX,BROWNFIELD,TERRY COUNTY,033-10-23.3000N,102-11-34.5000W,3264.6,ALBUQUERQUE,122.8,122.8,KBFE
185,BFF,NE,SCOTTSBLUFF,WESTERN NEBRASKA RGNL/WILLIAM B HEILIG FLD,041-52-26.5000N,103-35-44.3000W,3967.3,CHEYENNE,123,123,KBFF
186,BFI,WA,SEATTLE,BOEING FLD/KING COUNTY INTL,047-31-47.9000N,122-18-07.0000W,21.6,SEATTLE,122.95,,KBFI
